sep=;
CNAE;CNAE_numerico;Secao;Secao_descricao;Divisao;Grupo;Classe;Subclasse;Atividade;CBMPE_nivel;CBMPE_descricao;Anexo;Nivel_de_risco;Descricao_do_nivel;Dispensa_licenciamento_previo;Pagina_DOE;Alterado_por_errata
4645-1/02;4645102;G;Comércio e reparação de veículos;46;464;4645-1;02;Comércio atacadista de próteses e artigos de ortopedia;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4645-1/03;4645103;G;Comércio e reparação de veículos;46;464;4645-1;03;Comércio atacadista de produtos odontológicos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4646-0/01;4646001;G;Comércio e reparação de veículos;46;464;4646-0;01;Comércio atacadista de cosméticos e produtos de perfumaria;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4646-0/02;4646002;G;Comércio e reparação de veículos;46;464;4646-0;02;Comércio atacadista de produtos de higiene pessoal;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;41;Não
4647-8/01;4647801;G;Comércio e reparação de veículos;46;464;4647-8;01;Comércio atacadista de artigos de escritório e de papelaria;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4647-8/02;4647802;G;Comércio e reparação de veículos;46;464;4647-8;02;Comércio atacadista de livros, jornais e outras publicações;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4649-4/01;4649401;G;Comércio e reparação de veículos;46;464;4649-4;01;Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4649-4/02;4649402;G;Comércio e reparação de veículos;46;464;4649-4;02;Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4649-4/03;4649403;G;Comércio e reparação de veículos;46;464;4649-4;03;Comércio atacadista de bicicletas, triciclos e outros veículos recreativos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4649-4/04;4649404;G;Comércio e reparação de veículos;46;464;4649-4;04;Comércio atacadista de móveis e artigos de colchoaria;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4649-4/05;4649405;G;Comércio e reparação de veículos;46;464;4649-4;05;"Comércio atacadista de artigos de tapeçaria; persianas e cortinas";I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4649-4/06;4649406;G;Comércio e reparação de veículos;46;464;4649-4;06;Comércio atacadista de lustres, luminárias e abajures;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4649-4/07;4649407;G;Comércio e reparação de veículos;46;464;4649-4;07;Comércio atacadista de filmes, CDs, DVDs, fitas e discos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4649-4/08;4649408;G;Comércio e reparação de veículos;46;464;4649-4;08;Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;41;Não
4649-4/09;4649409;G;Comércio e reparação de veículos;46;464;4649-4;09;Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionam ento associada;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;41;Não
4649-4/10;4649410;G;Comércio e reparação de veículos;46;464;4649-4;10;Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4649-4/99;4649499;G;Comércio e reparação de veículos;46;464;4649-4;99;Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4651-6/01;4651601;G;Comércio e reparação de veículos;46;465;4651-6;01;Comércio atacadista de equipamentos de informática;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4651-6/02;4651602;G;Comércio e reparação de veículos;46;465;4651-6;02;Comércio atacadista de suprimentos para informática;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4652-4/00;4652400;G;Comércio e reparação de veículos;46;465;4652-4;00;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4661-3/00;4661300;G;Comércio e reparação de veículos;46;466;4661-3;00;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças";I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4662-1/00;4662100;G;Comércio e reparação de veículos;46;466;4662-1;00;Comércio atacadista de máquinas, equipamentos para terraplenagem , mineração e;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4663-0/00;4663000;G;Comércio e reparação de veículos;46;466;4663-0;00;"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças";I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4664-8/00;4664800;G;Comércio e reparação de veículos;46;466;4664-8;00;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças";I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;41;Não
4665-6/00;4665600;G;Comércio e reparação de veículos;46;466;4665-6;00;"Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças";I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4669-9/01;4669901;G;Comércio e reparação de veículos;46;466;4669-9;01;"Comércio atacadista de bombas e compressores; partes e peças";I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4669-9/99;4669999;G;Comércio e reparação de veículos;46;466;4669-9;99;"Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças";I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4671-1/00;4671100;G;Comércio e reparação de veículos;46;467;4671-1;00;Comércio atacadista de madeira e produtos derivados;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4672-9/00;4672900;G;Comércio e reparação de veículos;46;467;4672-9;00;Comércio atacadista de ferragens e ferramentas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4673-7/00;4673700;G;Comércio e reparação de veículos;46;467;4673-7;00;Comércio atacadista de material elétrico;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4674-5/00;4674500;G;Comércio e reparação de veículos;46;467;4674-5;00;Comércio atacadista de cimento;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
4679-6/01;4679601;G;Comércio e reparação de veículos;46;467;4679-6;01;Comércio atacadista de tintas, vernizes e similares;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
4679-6/02;4679602;G;Comércio e reparação de veículos;46;467;4679-6;02;Comércio atacadista de mármores e granitos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4679-6/03;4679603;G;Comércio e reparação de veículos;46;467;4679-6;03;Comércio atacadista de vidros, espelhos e vitrais;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4679-6/04;4679604;G;Comércio e reparação de veículos;46;467;4679-6;04;Comércio atacadista especializado de materiais de construção não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4679-6/99;4679699;G;Comércio e reparação de veículos;46;467;4679-6;99;Comércio atacadista de materiais de construção em geral;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
4681-8/01;4681801;G;Comércio e reparação de veículos;46;468;4681-8;01;Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR);III;Risco alto;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
4681-8/02;4681802;G;Comércio e reparação de veículos;46;468;4681-8;02;Comércio atacadista de combustíveis realizado por transportador retalhista (TRR);III;Risco alto;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
4681-8/03;4681803;G;Comércio e reparação de veículos;46;468;4681-8;03;Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
4681-8/04;4681804;G;Comércio e reparação de veículos;46;468;4681-8;04;Comércio atacadista de combustíveis de origem mineral em bruto;III;Risco alto;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
4681-8/05;4681805;G;Comércio e reparação de veículos;46;468;4681-8;05;Comércio atacadista de lubrificantes;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
4682-6/00;4682600;G;Comércio e reparação de veículos;46;468;4682-6;00;Comércio atacadista de gás liqüefeito de petróleo (GLP);III;Risco alto;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
4683-4/00;4683400;G;Comércio e reparação de veículos;46;468;4683-4;00;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
4684-2/01;4684201;G;Comércio e reparação de veículos;46;468;4684-2;01;Comércio atacadista de resinas e elastômeros;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
4684-2/02;4684202;G;Comércio e reparação de veículos;46;468;4684-2;02;Comércio atacadista de solventes;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
4684-2/99;4684299;G;Comércio e reparação de veículos;46;468;4684-2;99;Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
4685-1/00;4685100;G;Comércio e reparação de veículos;46;468;4685-1;00;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4686-9/01;4686901;G;Comércio e reparação de veículos;46;468;4686-9;01;Comércio atacadista de papel e papelão em bruto;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4686-9/02;4686902;G;Comércio e reparação de veículos;46;468;4686-9;02;Comércio atacadista de embalagens;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4687-7/01;4687701;G;Comércio e reparação de veículos;46;468;4687-7;01;Comércio atacadista de resíduos de papel e papelão;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4687-7/02;4687702;G;Comércio e reparação de veículos;46;468;4687-7;02;Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4687-7/03;4687703;G;Comércio e reparação de veículos;46;468;4687-7;03;Comércio atacadista de resíduos e sucatas metálicos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
4689-3/01;4689301;G;Comércio e reparação de veículos;46;468;4689-3;01;Comércio atacadista de produtos da extração mineral, exceto combustíveis;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4689-3/02;4689302;G;Comércio e reparação de veículos;46;468;4689-3;02;Comércio atacadista de fios e fibras têxteis beneficiados *;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4689-3/99;4689399;G;Comércio e reparação de veículos;46;468;4689-3;99;Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4691-5/00;4691500;G;Comércio e reparação de veículos;46;469;4691-5;00;Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;41;Não
4692-3/00;4692300;G;Comércio e reparação de veículos;46;469;4692-3;00;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;29;Não
4693-1/00;4693100;G;Comércio e reparação de veículos;46;469;4693-1;00;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;29;Não
4711-3/01;4711301;G;Comércio e reparação de veículos;47;471;4711-3;01;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios -hipermercados;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
4711-3/02;4711302;G;Comércio e reparação de veículos;47;471;4711-3;02;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios -supermercado s;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
4712-1/00;4712100;G;Comércio e reparação de veículos;47;471;4712-1;00;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios -minimercados, mercearias e armazéns;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;41;Não
4713-0/01;4713001;G;Comércio e reparação de veículos;47;471;4713-0;01;Lojas de departamento s ou magazines;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;29;Não
4713-0/02;4713002;G;Comércio e reparação de veículos;47;471;4713-0;02;Lojas de variedades, exceto lojas de departamento s ou magazines;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;29;Não
4713-0/03;4713003;G;Comércio e reparação de veículos;47;471;4713-0;03;Lojas duty free de aeroportos internacionais;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;29;Não
4713-0/04;4713004;G;Comércio e reparação de veículos;47;471;4713-0;04;Lojas de departamento s ou magazines, exceto lojas francas (Duty free);I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;29;Não
4713-0/05;4713005;G;Comércio e reparação de veículos;47;471;4713-0;05;Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;29;Não
